symbol,price,momentum_short,momentum_long,rsi,macd,volume_usd,volume_ratio,signal,signal_strength,signal_state,trend_score,confidence_score,composite_score,volume_composite_score,timeframe,timestamp,bb_position,trend_strength,stoch_k,stoch_d,ichimoku_bullish,vwap_bullish,rsi_bearish_div,ema_5_13_bullish,ema_9_21_bullish,ema_50_200_bullish,poc_price,poc_distance,anchored_poc,fixed_poc,fib_direction,fib_nearest_r,fib_nearest_e,fib_confluence,combined_score
IP/USDT:USDT,7.6631,0.21831825625208667,0.3059868738357814,64.4997694790226,0.1523468785673049,126584525.01010886,6.282706926121468,Strong Buy,92.61734392836524,MACD Bullish,8.25,0.868,99.17,55.13,daily,2025-08-31 17:44:56.156256+00:00,1.1548076513717265,40.68288835939389,71.96915930060004,68.08701363941019,True,True,False,True,True,True,5.7120500000000005,0.34156738824064903,5.7120500000000005,7.027050816326531,bull,7.221079,10.042892,20,84.64746878567304
LRC/USDT:USDT,0.11023,0.21572736296459682,0.38706430099408573,64.65101818747084,0.0011187654416365538,7977753.782285375,15.45027574673131,Strong Buy,85.05593827208183,MACD Bullish,7.07,0.667,85.75,72.99,daily,2025-08-31 17:44:44.227105+00:00,1.3529222258279123,13.340710799944803,79.44708182072046,50.150882394987974,True,True,False,True,True,False,0.10970132653061225,0.004819207625900654,0.10970132653061225,0.11015,bull,0.10646968,0.13040664,40,81.78318765441637
DOLO/USDT:USDT,0.327643,0.13292485157381906,1.2235697319307772,64.38497483123268,0.0020664330576363465,34972311.594160974,6.264576729193481,Strong Buy,85.10332165288182,Consistent Uptrend,10.0,0.734,89.14,53.23,daily,2025-08-31 17:45:26.142216+00:00,1.118272870963583,53.9556168311829,64.96842649864422,42.217027979619274,True,True,False,True,True,False,0.04494672448979592,6.289585697716049,0.04494672448979592,0.32728441836734695,bull,0.317615592,0.502440216,20,77.55966433057637
FLOW/USDT:USDT,0.446,0.10396039603960383,0.24581005586592175,58.27586206896551,0.004093971002255232,17786570.93203417,2.6368795152606084,Buy,90.20469855011277,Consistent Uptrend,7.27,0.644,81.13,53.11,daily,2025-08-31 17:45:10.766693+00:00,1.1161350969910102,15.916774241838917,92.55319148936171,63.36135189563087,True,True,False,True,True,False,0.37383673469387757,0.19303417403646683,0.37383673469387757,0.3933979591836735,bull,0.459,0.49653600000000003,20,74.53893971002255
POL/USDT:USDT,0.28218,0.11542414420112257,0.4318043434138419,60.17694063926941,0.0019499748339964294,32011558.331834204,4.402814615127748,Buy,85.09749874169982,Consistent Uptrend,7.73,0.658,81.71,53.07,daily,2025-08-31 17:45:21.768962+00:00,1.2658713412242346,21.645586619214107,81.16232464929857,61.18463822081306,True,True,False,True,True,False,0.23633744897959186,0.19397074487491278,0.23633744897959186,0.281665,bull,0.2944,0.32479872,20,73.79549974833996
DASH/USDT:USDT,24.14,0.052310374891020084,0.18507609229258715,56.405163853028796,0.1357887128167653,6362026.2473295005,1.9023698892106335,Weak Buy,96.78943564083826,Neutral,5.83,0.624,84.95,37.27,daily,2025-08-31 17:44:10.159146+00:00,0.8929196839456642,10.349012898605674,80.63660477453578,76.54075445020736,True,False,False,True,True,False,23.231632653061226,0.039100452409188705,23.231632653061226,23.59295918367347,bull,24.4596,27.7108,20,73.01388712816765
QUICK/USDT:USDT,0.02588,0.029025844930417488,0.2901296111665004,55.40048543689321,6.017553561545475e-05,5126488.61324875,3.3171777311024697,Weak Buy,90.00300877678077,Neutral,7.25,0.484,66.15,54.84,daily,2025-08-31 17:45:19.949296+00:00,1.0169222141250565,15.63999395431606,86.90909090909093,65.71833084947839,False,True,False,True,True,False,0.02465683673469388,0.0496074690548218,0.02465683673469388,0.023699795918367347,bull,0.0266,0.028588319999999997,20,67.52760175535616
JOE/USDT:USDT,0.18165,0.13630676842236955,0.24324139347067297,57.70156937640123,0.0026080994802450724,4245255.336695292,4.529719062103513,Buy,90.13040497401225,MACD Bullish,5.2,0.59,65.49,53.64,daily,2025-08-31 17:44:03.165743+00:00,1.05488013978374,10.786664297500943,94.14321665522762,77.24658212887194,False,False,False,True,True,False,0.15747959183673468,0.1534827966046784,0.15747959183673468,0.18160173469387758,bull,0.18287928,0.21641744,20,66.86308099480244
RLC/USDT:USDT,1.2295,0.20776031434184672,0.3256064690026954,57.929938414674524,0.022943767843934627,7570736.387257041,1.3127749783018643,Strong Buy,91.14718839219672,MACD Bullish,6.91,0.607,84.19,16.5,daily,2025-08-31 17:44:27.754124+00:00,0.7378717387410596,23.93368115963579,37.841851256032676,34.46768139256693,True,False,True,True,True,False,1.3030428571428572,-0.05643932334206746,1.3030428571428572,1.3021867346938776,bull,1.2115058,1.9607968,20,65.27443767843934
AXS/USDT:USDT,2.519,0.03962030540652095,0.13827383642114777,53.84110308601445,0.008286671117357754,22498759.384533335,9.501925479830437,Weak Buy,90.41433355586788,Moderate Uptrend,2.26,0.377,61.3,53.91,daily,2025-08-31 17:44:44.989530+00:00,0.8163743569303299,15.627976002526283,57.637795275590584,39.36763718488678,False,False,False,True,False,False,2.30565306122449,0.09253210830523029,2.30565306122449,2.523826530612245,bull,2.516,3.1567600000000002,20,64.90586671117357
